,Datetime,Tweet Id,Text,Location
140,2021-02-19 23:58:41+00:00,1362914534802018306,"After a looooong week of fighting off the snow and dealing with power outages I’m so ready to get back to playing some music. I’ll be in Granbury, TX at @ozcoffeebar this Saturday 2/20 from 6-9. 🌈 @ Oz Coffee Bar https://t.co/D1Pfqak5Zy","{'word': 'TX', 'spans': [{'start': 147, 'end': 149}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.4512', 'lon': '-100.3927', 'country_code3': 'USA', 'geonameid': '9847837', 'place_name': 'Hampton Inn - Sweetwater. Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
144,2021-02-19 23:58:39+00:00,1362914524832088065,jorckles like damn that sux re: texas [looks pensive in the snow],"{'word': 'texas', 'spans': [{'start': 32, 'end': 37}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
147,2021-02-19 23:58:35+00:00,1362914509749280768,今日あったかいって言ってだので春物ライダースで出かけたんだけど夜大丈夫かしら？🤭,"{'word': '今日あったかいって言ってだので春物ライダースで出かけたんだけど夜大丈夫かしら', 'spans': [{'start': 0, 'end': 38}], 'country_predicted': '', 'country_conf': 0}"
149,2021-02-19 23:58:33+00:00,1362914501729742849,"Global warming is really getting out of control.

Saudi Arabia hit by rare blizzard as snow covers areas around the world https://t.co/8nw13dKhYn","{'word': 'Saudi Arabia', 'spans': [{'start': 50, 'end': 62}], 'country_predicted': 'SAU', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '25', 'lon': '45', 'country_code3': 'SAU', 'geonameid': '102358', 'place_name': 'Kingdom of Saudi Arabia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
153,2021-02-19 23:58:32+00:00,1362914498751864837,"little man isn’t sure what to think of the snow. the yard was taller than him, we tried. he didn’t care for it! 😂 @ Oklahoma City, Oklahoma https://t.co/6DRCMj1QTG","{'word': 'Oklahoma City', 'spans': [{'start': 116, 'end': 129}], 'country_predicted': 'USA', 'country_conf': 0.9516948, 'geo': {'admin1': 'Oklahoma', 'lat': '35.46756', 'lon': '-97.51643', 'country_code3': 'USA', 'geonameid': '4544349', 'place_name': 'Oklahoma City', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
154,2021-02-19 23:58:32+00:00,1362914498751864837,"little man isn’t sure what to think of the snow. the yard was taller than him, we tried. he didn’t care for it! 😂 @ Oklahoma City, Oklahoma https://t.co/6DRCMj1QTG","{'word': 'Oklahoma', 'spans': [{'start': 131, 'end': 139}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
161,2021-02-19 23:58:29+00:00,1362914484088627201,@DrTimothyTiu So jealous.   Freezing cold in cleveland.  Foot of snow on the ground in my yard!,"{'word': 'cleveland', 'spans': [{'start': 45, 'end': 54}], 'country_predicted': 'USA', 'country_conf': 0.6353264, 'geo': {'admin1': 'Ohio', 'lat': '41.4995', 'lon': '-81.69541', 'country_code3': 'USA', 'geonameid': '5150529', 'place_name': 'Cleveland', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
167,2021-02-19 23:58:26+00:00,1362914472201871361,never thought I wouldn't be seeing my bf in weeks because of a snow storm in TEXAS...2021 has been insane and it's month 2,"{'word': 'TEXAS', 'spans': [{'start': 77, 'end': 82}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
176,2021-02-19 23:58:24+00:00,1362914461733048322,You know it is serious in Texas when you have to ration brisket during the snow storm. https://t.co/cnauGs2AUF,"{'word': 'Texas', 'spans': [{'start': 26, 'end': 31}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
184,2021-02-19 23:58:20+00:00,1362914445140381697,Running away from this week like the huskies running in snow ❄️💙 #snowdogs #winterstorm2021 https://t.co/YH79UVzLuS,"{'word': 'huskies', 'spans': [{'start': 37, 'end': 44}], 'country_predicted': 'CAN', 'country_conf': 0.9048774, 'geo': {'admin1': 'Nova Scotia', 'lat': '45.70014', 'lon': '-61.09852', 'country_code3': 'CAN', 'geonameid': '5898310', 'place_name': 'Ben Hughies Brook', 'feature_class': 'H', 'feature_code': 'STM'}}"
185,2021-02-19 23:58:19+00:00,1362914443772919808,"Many ppl are wishing for snow in the PH. Girl, have u seen texas? Many ppl would die and we might experience Famine.","{'word': 'texas', 'spans': [{'start': 59, 'end': 64}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
198,2021-02-19 23:58:10+00:00,1362914406666014720,"@TheView You don't mess with mother nature, next time he may not be so lucky, too bad he drags his family into his selfishness, snow is beautiful, freezing temps without heat are not! Good Bless Texas","{'word': 'Texas', 'spans': [{'start': 195, 'end': 200}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
203,2021-02-19 23:58:09+00:00,1362914400458469377,Imma drag y’all for every minute I wasted driving in the snow to come y’all dumb ass store @TMobileHelp @MikeSievert @TMobileHelp FOR THE SAME SHIT TO HAPPEN,"{'word': 'y’', 'spans': [{'start': 10, 'end': 12}], 'country_predicted': 'GBR', 'country_conf': 0.5339668}"
204,2021-02-19 23:58:09+00:00,1362914400458469377,Imma drag y’all for every minute I wasted driving in the snow to come y’all dumb ass store @TMobileHelp @MikeSievert @TMobileHelp FOR THE SAME SHIT TO HAPPEN,"{'word': 'y’', 'spans': [{'start': 70, 'end': 72}], 'country_predicted': 'GBR', 'country_conf': 0.5339668}"
208,2021-02-19 23:58:05+00:00,1362914381982482435,@Jason_Aldean @Jasonal80643577 I had forgotten about Luke band in American idol he's very good for that job he's a okay as far as I'm concerned you're a great artist also I hope mother nature doesn't go into a fit we have enough snow back herel in New Jersey,"{'word': '@Jason_Aldean', 'spans': [{'start': 0, 'end': 13}], 'country_predicted': 'USA', 'country_conf': 0.23980537}"
209,2021-02-19 23:58:05+00:00,1362914381982482435,@Jason_Aldean @Jasonal80643577 I had forgotten about Luke band in American idol he's very good for that job he's a okay as far as I'm concerned you're a great artist also I hope mother nature doesn't go into a fit we have enough snow back herel in New Jersey,"{'word': 'New Jersey', 'spans': [{'start': 248, 'end': 258}], 'country_predicted': 'USA', 'country_conf': 0.961249, 'geo': {'admin1': 'New York', 'lat': '40.75766', 'lon': '-73.91327', 'country_code3': 'USA', 'geonameid': '6955102', 'place_name': 'New York-Northern New Jersey-Long Island', 'feature_class': 'L', 'feature_code': 'RGNE'}}"
215,2021-02-19 23:58:00+00:00,1362914362936057858,"「⛄【すの】⛄」のライブをはじめました！
#ラジオ配信
https://t.co/uee5EIxRyc","{'word': '！', 'spans': [{'start': 19, 'end': 20}], 'country_predicted': 'JPN', 'country_conf': 0.24821267}"
217,2021-02-19 23:58:00+00:00,1362914361354846210,"@paulinaberlang2 I don’t think people outside of Texas understand what Texans are going thru. People are freezing, hyperthermia, including children. Can’t buy firewood/water/gas/a lot of food. No power/water.  melting snow for toilets. we’re told even when it warms up the crisis won’t be over","{'word': 'Texas', 'spans': [{'start': 49, 'end': 54}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
227,2021-02-19 23:57:52+00:00,1362914330421813248,"おはよう～☀️
今日朝から出掛ける予定だったのに
寝坊しちゃった…😥😥","{'word': '今日朝から出掛ける予定だったのに', 'spans': [{'start': 8, 'end': 24}], 'country_predicted': 'JPN', 'country_conf': 0.9528109, 'geo': {'admin1': 'Saitama', 'lat': '35.98308', 'lon': '139.74966', 'country_code3': 'JPN', 'geonameid': '1859884', 'place_name': 'Kasukabe', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
232,2021-02-19 23:57:49+00:00,1362914316400291847,Snow Suits and Bunny Boots is happening right now in Downtown Anchorage! It's a G Street Block Party!! Open until 8 pm. https://t.co/p3AbrNZ4jv,"{'word': 'Anchorage', 'spans': [{'start': 62, 'end': 71}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Alaska', 'lat': '61.21806', 'lon': '-149.90028', 'country_code3': 'USA', 'geonameid': '5879400', 'place_name': 'Anchorage', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
244,2021-02-19 23:57:42+00:00,1362914287879094280,Sad                                          Pennsylvania couple slain after snow disposal argument; suspect also dead https://t.co/UXPrCcDgiQ🙏🙏,"{'word': 'Pennsylvania', 'spans': [{'start': 45, 'end': 57}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Pennsylvania', 'lat': '40.27245', 'lon': '-76.90567', 'country_code3': 'USA', 'geonameid': '6254927', 'place_name': 'Pennsylvania', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
245,2021-02-19 23:57:42+00:00,1362914287866552320,"A couple of weeks ago, I joked with one of my Nebraska buddies to send me some snow and a Runza. The dude actually did it! Delayed mail from the Texas weather=water droplets in a bag and a 9 day old @Runza sandwich. 😂 https://t.co/BJGiyAT6xi","{'word': 'Nebraska', 'spans': [{'start': 46, 'end': 54}], 'country_predicted': 'USA', 'country_conf': 0.961249, 'geo': {'admin1': 'Nebraska', 'lat': '41.50028', 'lon': '-99.75067', 'country_code3': 'USA', 'geonameid': '5073708', 'place_name': 'Nebraska', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
246,2021-02-19 23:57:42+00:00,1362914287866552320,"A couple of weeks ago, I joked with one of my Nebraska buddies to send me some snow and a Runza. The dude actually did it! Delayed mail from the Texas weather=water droplets in a bag and a 9 day old @Runza sandwich. 😂 https://t.co/BJGiyAT6xi","{'word': 'Runza', 'spans': [{'start': 90, 'end': 95}], 'country_predicted': 'COL', 'country_conf': 0.32773006}"
247,2021-02-19 23:57:42+00:00,1362914287866552320,"A couple of weeks ago, I joked with one of my Nebraska buddies to send me some snow and a Runza. The dude actually did it! Delayed mail from the Texas weather=water droplets in a bag and a 9 day old @Runza sandwich. 😂 https://t.co/BJGiyAT6xi","{'word': 'Texas', 'spans': [{'start': 145, 'end': 150}], 'country_predicted': 'USA', 'country_conf': 0.961249, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
248,2021-02-19 23:57:42+00:00,1362914287866552320,"A couple of weeks ago, I joked with one of my Nebraska buddies to send me some snow and a Runza. The dude actually did it! Delayed mail from the Texas weather=water droplets in a bag and a 9 day old @Runza sandwich. 😂 https://t.co/BJGiyAT6xi","{'word': '@Runza', 'spans': [{'start': 199, 'end': 205}], 'country_predicted': 'COL', 'country_conf': 0.32773006}"
260,2021-02-19 23:57:34+00:00,1362914253775151105,"@baldwinse1 @Senator_Patrick @ScottMorrisonMP No, that's a picture of a 'man' about to demand his slippers are bought to him - and where's my dinner - and who were you talking to and why - another snow job coming up as expected......","{'word': '@baldwinse1', 'spans': [{'start': 0, 'end': 11}], 'country_predicted': '', 'country_conf': 0}"
268,2021-02-19 23:57:29+00:00,1362914230899474436,"@JumboElliott76 I see single digit temps along with ice and snow every year. However, Corpus Christi and Houston do not. In all the years I lived along the Gulf Coast I saw ice one time in 1997. This was an anomaly just as 1983 was.","{'word': 'Corpus Christi', 'spans': [{'start': 86, 'end': 100}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '27.80058', 'lon': '-97.39638', 'country_code3': 'USA', 'geonameid': '4683416', 'place_name': 'Corpus Christi', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
269,2021-02-19 23:57:29+00:00,1362914230899474436,"@JumboElliott76 I see single digit temps along with ice and snow every year. However, Corpus Christi and Houston do not. In all the years I lived along the Gulf Coast I saw ice one time in 1997. This was an anomaly just as 1983 was.","{'word': 'Houston', 'spans': [{'start': 105, 'end': 112}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '29.76328', 'lon': '-95.36327', 'country_code3': 'USA', 'geonameid': '4699066', 'place_name': 'Houston', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
270,2021-02-19 23:57:29+00:00,1362914230899474436,"@JumboElliott76 I see single digit temps along with ice and snow every year. However, Corpus Christi and Houston do not. In all the years I lived along the Gulf Coast I saw ice one time in 1997. This was an anomaly just as 1983 was.","{'word': 'Gulf Coast', 'spans': [{'start': 156, 'end': 166}], 'country_predicted': 'USA', 'country_conf': 0.9048774, 'geo': {'admin1': 'Mississippi', 'lat': '30.77991', 'lon': '-89.14422', 'country_code3': 'USA', 'geonameid': '4436234', 'place_name': 'Mississippi Gulf Coast Community College - Perkinston Campus', 'feature_class': 'S', 'feature_code': 'SCH'}}"
272,2021-02-19 23:57:27+00:00,1362914224008265730,"Well it’s been a wild last couple of weeks. Ice, snow and temperatures not getting above freezing for over two weeks. It’s that time of day, so reach in and grab your favorite beverage. It’s fridge Friday. Continued prayers going out to all the Steak Dance fans in Texas. Hang in! https://t.co/JsX3kDyhXu","{'word': 'Texas', 'spans': [{'start': 265, 'end': 270}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
289,2021-02-19 23:57:12+00:00,1362914163278946319,"5” in Dorchester, MA as of 7pm. 0.5” in the last hour. Currently heavy snow falling.  29° https://t.co/oY52W7uOCw","{'word': 'Dorchester', 'spans': [{'start': 6, 'end': 16}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'South Carolina', 'lat': '33.07949', 'lon': '-80.40556', 'country_code3': 'USA', 'geonameid': '4576822', 'place_name': 'Dorchester County', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
290,2021-02-19 23:57:12+00:00,1362914163278946319,"5” in Dorchester, MA as of 7pm. 0.5” in the last hour. Currently heavy snow falling.  29° https://t.co/oY52W7uOCw","{'word': 'MA', 'spans': [{'start': 18, 'end': 20}], 'country_predicted': 'CIV', 'country_conf': 0.28868943}"
291,2021-02-19 23:57:12+00:00,1362914160829374464,"@awa_snow_8 おはあわ〜〜！
おはあわ出来たから今日は良い1日になりそう！！！
ルーム画像かわいくてたすかる〜","{'word': 'おはあわ出来たから今日は良い1日になりそう', 'spans': [{'start': 20, 'end': 41}], 'country_predicted': 'MKD', 'country_conf': 0.5339668}"
292,2021-02-19 23:57:10+00:00,1362914154185519105,"https://t.co/kAAxaLSEgh

Texas snow doesn't melt....","{'word': 'Texas', 'spans': [{'start': 25, 'end': 30}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
296,2021-02-19 23:57:08+00:00,1362914146069676035,Little snow ball fight today with the little one. Be one with the cold. The kid has a cannon. I also let her win..... 😍🥶 #snowballfight #cold #wimhof https://t.co/mNAmP5FnRm,"{'word': 'wimhof', 'spans': [{'start': 143, 'end': 149}], 'country_predicted': 'DEU', 'country_conf': 0.9528109, 'geo': {'admin1': 'Bavaria', 'lat': '48.64472', 'lon': '13.17583', 'country_code3': 'DEU', 'geonameid': '2808376', 'place_name': 'Wimhof', 'feature_class': 'S', 'feature_code': 'FRM'}}"
298,2021-02-19 23:57:08+00:00,1362914142806560771,@Craigrollins5 She asked me if we could go to Tennessee....I told her when the snow melts 😁,"{'word': 'Tennessee', 'spans': [{'start': 46, 'end': 55}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Tennessee', 'lat': '35.75035', 'lon': '-86.25027', 'country_code3': 'USA', 'geonameid': '4662168', 'place_name': 'Tennessee', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
303,2021-02-19 23:57:05+00:00,1362914130550743045,Nashville is slowly emerging from the winter storm — it was warm enough to melt some of the snow but it promptly froze to icicles as it turned dark (and cold) https://t.co/G273Uu67N4,"{'word': 'Nashville', 'spans': [{'start': 0, 'end': 9}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Tennessee', 'lat': '36.16589', 'lon': '-86.78444', 'country_code3': 'USA', 'geonameid': '4644585', 'place_name': 'Nashville', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
